"id","product_id","date","categories","brand","name","merchant","quantity","unit_price"
20,55342,"2017-03-03","Car & Vehicle Electronics","Pioneer","Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote","Bestbuy.com",1,"USD156,99"
22,62849,"2017-03-03","Computers & Accessories","Alienware","Details About Alienware 15 R3 Aw15r3/15.6 Fhd/i77700hq/nvidia Gtx1070/16gb/1tb Hdd+128gb Ssd""""","Bestbuy.com",1,"USD1"
23,72148,"2017-03-03","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",2,"USD2"
24,18338,"2017-03-03","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",1,"USD1"
25,59077,"2017-03-03","Computers & Accessories","Dell","Dell - XPS 2-in-1 13.3 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Silver""""","Bestbuy.com",1,"USD1"
26,56695,"2017-03-03","Computers & Accessories","Lenovo","Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""""","Bestbuy.com",1,"USD303,99"
27,70333,"2017-03-03","Headphones","Insignia","Insignia NS-HDRAD2 Tabletop HD Radio","Bestbuy.com",1,"USD41,99"
29,71402,"2017-03-03","Home Audio","Denon","DP-300F Fully Automatic Turntable","Bestbuy.com",1,"USD296,99"
30,33811,"2017-03-03","Home Audio","Kenwood","Kenwood KMM-BT315U Digital Media Receiver with Built-In Bluetooth (Black)","Bestbuy.com",1,"USD89,99"
32,30441,"2017-03-03","Home Audio","Onkyo","Onkyo TX-NR555 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD303,99"
33,45721,"2017-03-03","Home Audio","Onkyo","Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth","Bestbuy.com",1,"USD503,99"
34,6210,"2017-03-03","Home Audio","Pioneer","Elite SC-LX501 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD899,99"
36,56249,"2017-03-03","Home Audio","Sony","HT-XT2 170W 2.1-Channel TV Speaker Base (Black)","Bestbuy.com",1,"USD104,99"
37,27484,"2017-03-03","Home Audio","Sony","Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black","Bestbuy.com",1,"USD224,99"
38,34248,"2017-03-03","Home Audio","Sony","Sony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast","Bestbuy.com",1,"USD849,99"
39,28963,"2017-03-03","Home Audio","Sony","Sony STRDN1070 7.2-channel AV Receiver w/ Bluetooth","Bestbuy.com",1,"USD419,99"
40,366,"2017-03-03","Home Audio","Yamaha","Yamaha - 6-1/2 2-Way In-Ceiling Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
41,11994,"2017-03-03","Home Audio","Yamaha","Yamaha - 725W 5.1-Ch. Network-Ready 4K Ultra HD and 3D Pass-Through A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD335,99"
42,60570,"2017-03-03","Home Audio","Yamaha","Yamaha - Natural Sound 5 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD87,99"
43,8088,"2017-03-03","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
44,30235,"2017-03-03","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 3-Way In-Wall Speakers (Pair) - White""""","Bestbuy.com",1,"USD143,99"
45,57258,"2017-03-03","Portable Audio & Video","Apple","128GB iPod touch (Space Gray) (6th Generation)","Bestbuy.com",1,"USD365,99"
46,79238,"2017-03-04","Accessories & Supplies","Insignia","Insignia - Fixed TV Wall Mount For Most 40-70"""" TVs - Black NS-HTVMF0C""""","Bestbuy.com",1,"USD56,99"
48,38282,"2017-03-04","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD58,99"
49,44342,"2017-03-04","Camera & Photo","Panasonic","Lumix G 25mm f/1.7 ASPH. Lens","Bestbuy.com",1,"USD201,99"
50,46643,"2017-03-04","Camera & Photo","Sony","Cyber-shot DSC-RX100 V Digital Camera","Bestbuy.com",1,"USD849,99"
51,46876,"2017-03-04","Camera & Photo","Sony","Cyber-shot DSC-WX220 Digital Camera (Black)","Bestbuy.com",1,"USD159,99"
52,12136,"2017-03-04","Camera & Photo","Sony","Sony - BC-TRX Battery Charger - Black","Bestbuy.com",1,"USD26,99"
53,11868,"2017-03-04","Car & Vehicle Electronics","Alpine","Alpine - 5 x 7"""" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD74,99"
54,50731,"2017-03-04","Car & Vehicle Electronics","Alpine","Alpine - 6 x 9"""" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""""","Bestbuy.com",1,"USD54,99"
55,20312,"2017-03-04","Car & Vehicle Electronics","Alpine","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD112,99"
56,40141,"2017-03-04","Car & Vehicle Electronics","Alpine","Alpine KTP-445U Universal Power Pack Amplifier for Use w/ Aftermarket Head Units","Bestbuy.com",1,"USD123,99"
57,12703,"2017-03-04","Car & Vehicle Electronics","Alpine","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""""","Bestbuy.com",1,"USD71,99"
58,61695,"2017-03-04","Car & Vehicle Electronics","Kenwood","Details About Kenwood 12 Inch 2000 Watt 4 Ohm Single Voice Coil Audio Subwoofer | Kfcw3016ps","Bestbuy.com",1,"USD105,99"
59,81086,"2017-03-04","Car & Vehicle Electronics","Kenwood","Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""""","Bestbuy.com",1,"USD214,99"
60,23615,"2017-03-04","Car & Vehicle Electronics","Kenwood","Kenwood CD Single DIN In-Dash Bluetooth Car Stereo Receiver KDC-BT365U","Bestbuy.com",1,"USD83,99"
61,9884,"2017-03-04","Car & Vehicle Electronics","Kenwood","Kenwood DDX9703S 6.95 Double-DIN In-Dash DVD Receiver with Bluetooth","Bestbuy.com",1,"USD479,99"
62,24380,"2017-03-04","Car & Vehicle Electronics","Kenwood","Kenwood KFC-1653MRW 6.5 2-way Marine Speakers Pair (White)""""","Bestbuy.com",1,"USD89,99"
63,1320,"2017-03-04","Car & Vehicle Electronics","Pioneer","Pioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R","Bestbuy.com",1,"USD71,99"
64,55342,"2017-03-04","Car & Vehicle Electronics","Pioneer","Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote","Bestbuy.com",1,"USD156,99"
66,7439,"2017-03-04","Computers & Accessories","Alienware","Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""""","Bestbuy.com",1,"USD1"
67,62849,"2017-03-04","Computers & Accessories","Alienware","Details About Alienware 15 R3 Aw15r3/15.6 Fhd/i77700hq/nvidia Gtx1070/16gb/1tb Hdd+128gb Ssd""""","Bestbuy.com",1,"USD1"
68,72148,"2017-03-04","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",4,"USD2"
69,11562,"2017-03-04","Computers & Accessories","Apple","Apple MacBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""","Bestbuy.com",1,"USD1"
70,18338,"2017-03-04","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",2,"USD1"
71,21508,"2017-03-04","Computers & Accessories","Apple","Apple MD825AM/A Lightning to VGA Adapter for iPhones","Bestbuy.com",1,"USD36,99"
72,59077,"2017-03-04","Computers & Accessories","Dell","Dell - XPS 2-in-1 13.3 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Silver""""","Bestbuy.com",1,"USD1"
73,54526,"2017-03-04","Computers & Accessories","Insignia","Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black","Bestbuy.com",1,"USD50,99"
75,56695,"2017-03-04","Computers & Accessories","Lenovo","Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""""","Bestbuy.com",1,"USD303,99"
76,34483,"2017-03-04","Computers & Accessories","Microsoft","Microsoft Surface Pro 4 Type Cover with Fingerprint ID","Bestbuy.com",1,"USD137,99"
79,70333,"2017-03-04","Headphones","Insignia","Insignia NS-HDRAD2 Tabletop HD Radio","Bestbuy.com",1,"USD41,99"
81,71402,"2017-03-04","Home Audio","Denon","DP-300F Fully Automatic Turntable","Bestbuy.com",1,"USD296,99"
82,33811,"2017-03-04","Home Audio","Kenwood","Kenwood KMM-BT315U Digital Media Receiver with Built-In Bluetooth (Black)","Bestbuy.com",1,"USD89,99"
84,30441,"2017-03-04","Home Audio","Onkyo","Onkyo TX-NR555 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD303,99"
85,45721,"2017-03-04","Home Audio","Onkyo","Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth","Bestbuy.com",1,"USD503,99"
86,6210,"2017-03-04","Home Audio","Pioneer","Elite SC-LX501 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD899,99"
88,56249,"2017-03-04","Home Audio","Sony","HT-XT2 170W 2.1-Channel TV Speaker Base (Black)","Bestbuy.com",1,"USD104,99"
89,27484,"2017-03-04","Home Audio","Sony","Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black","Bestbuy.com",1,"USD224,99"
90,34248,"2017-03-04","Home Audio","Sony","Sony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast","Bestbuy.com",1,"USD849,99"
91,28963,"2017-03-04","Home Audio","Sony","Sony STRDN1070 7.2-channel AV Receiver w/ Bluetooth","Bestbuy.com",1,"USD419,99"
93,366,"2017-03-04","Home Audio","Yamaha","Yamaha - 6-1/2 2-Way In-Ceiling Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
94,11994,"2017-03-04","Home Audio","Yamaha","Yamaha - 725W 5.1-Ch. Network-Ready 4K Ultra HD and 3D Pass-Through A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD335,99"
95,60570,"2017-03-04","Home Audio","Yamaha","Yamaha - Natural Sound 5 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD87,99"
96,8088,"2017-03-04","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
97,30235,"2017-03-04","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 3-Way In-Wall Speakers (Pair) - White""""","Bestbuy.com",1,"USD143,99"
98,32198,"2017-03-04","Home Audio","Yamaha","Yamaha RX-V479BL 5.1-Channel AV Receiver (Black)","Bestbuy.com",1,"USD299,99"
99,31160,"2017-03-04","Home Audio","Yamaha","Yamaha WX-030BL MusicCast Wireless Speaker with Wi-Fi and Bluetooth (Black)","Bestbuy.com",1,"USD168,99"
100,72704,"2017-03-04","TV & Video","Samsung","Samsung 55 Class 4K (2160P) Smart LED TV (UN55KU7000)""""","Bestbuy.com",1,"USD1"
101,55342,"2017-03-08","Car & Vehicle Electronics","Pioneer","Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote","Walmart.com",1,"USD479,75"
102,32450,"2017-03-08","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Walmart.com",1,"USD479,75"
103,79238,"2017-03-10","Accessories & Supplies","Insignia","Insignia - Fixed TV Wall Mount For Most 40-70"""" TVs - Black NS-HTVMF0C""""","Bestbuy.com",1,"USD56,99"
105,38282,"2017-03-10","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD58,99"
106,44342,"2017-03-10","Camera & Photo","Panasonic","Lumix G 25mm f/1.7 ASPH. Lens","Bestbuy.com",1,"USD201,99"
107,46643,"2017-03-10","Camera & Photo","Sony","Cyber-shot DSC-RX100 V Digital Camera","Bestbuy.com",1,"USD849,99"
108,12136,"2017-03-10","Camera & Photo","Sony","Sony - BC-TRX Battery Charger - Black","Bestbuy.com",1,"USD26,99"
109,9472,"2017-03-10","Camera & Photo","Yamaha","R-S202 Stereo Receiver with Bluetooth (Black)","Bestbuy.com",1,"USD125,99"
110,11868,"2017-03-10","Car & Vehicle Electronics","Alpine","Alpine - 5 x 7"""" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD74,99"
111,50731,"2017-03-10","Car & Vehicle Electronics","Alpine","Alpine - 6 x 9"""" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""""","Bestbuy.com",1,"USD54,99"
112,20312,"2017-03-10","Car & Vehicle Electronics","Alpine","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD112,99"
113,40141,"2017-03-10","Car & Vehicle Electronics","Alpine","Alpine KTP-445U Universal Power Pack Amplifier for Use w/ Aftermarket Head Units","Bestbuy.com",1,"USD123,99"
114,5362,"2017-03-10","Car & Vehicle Electronics","Alpine","Alpine SPR-60 6-1/2 Coaxial 2-Way Type-R Speaker Set""""","Bestbuy.com",1,"USD85,99"
115,12703,"2017-03-10","Car & Vehicle Electronics","Alpine","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""""","Bestbuy.com",1,"USD71,99"
116,61695,"2017-03-10","Car & Vehicle Electronics","Kenwood","Details About Kenwood 12 Inch 2000 Watt 4 Ohm Single Voice Coil Audio Subwoofer | Kfcw3016ps","Bestbuy.com",1,"USD105,99"
117,81086,"2017-03-10","Car & Vehicle Electronics","Kenwood","Details About Kenwood Ddx375bt Car Double Din 6.2 Touchscreen Usb Dvd Cd Bluetooth Stereo""""","Bestbuy.com",1,"USD214,99"
118,23615,"2017-03-10","Car & Vehicle Electronics","Kenwood","Kenwood CD Single DIN In-Dash Bluetooth Car Stereo Receiver KDC-BT365U","Bestbuy.com",1,"USD83,99"
119,9884,"2017-03-10","Car & Vehicle Electronics","Kenwood","Kenwood DDX9703S 6.95 Double-DIN In-Dash DVD Receiver with Bluetooth","Bestbuy.com",1,"USD479,99"
120,24380,"2017-03-10","Car & Vehicle Electronics","Kenwood","Kenwood KFC-1653MRW 6.5 2-way Marine Speakers Pair (White)""""","Bestbuy.com",1,"USD89,99"
121,1320,"2017-03-10","Car & Vehicle Electronics","Pioneer","Pioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R","Bestbuy.com",1,"USD71,99"
122,55342,"2017-03-10","Car & Vehicle Electronics","Pioneer","Pioneer GM-D8601 Class D Mono Amplifier with Wired Bass Boost Remote","Bestbuy.com",1,"USD156,99"
124,7439,"2017-03-10","Computers & Accessories","Alienware","Details About Alienware 13 R3 Aw13r3/13.3 Fhd/i77700hq/nvidia Gtx 1060/16gb/512gb Ssd""""","Bestbuy.com",1,"USD1"
125,62849,"2017-03-10","Computers & Accessories","Alienware","Details About Alienware 15 R3 Aw15r3/15.6 Fhd/i77700hq/nvidia Gtx1070/16gb/1tb Hdd+128gb Ssd""""","Bestbuy.com",1,"USD1"
126,72148,"2017-03-10","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",4,"USD2"
127,11562,"2017-03-10","Computers & Accessories","Apple","Apple MacBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""","Bestbuy.com",2,"USD1"
128,18338,"2017-03-10","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",2,"USD1"
129,21508,"2017-03-10","Computers & Accessories","Apple","Apple MD825AM/A Lightning to VGA Adapter for iPhones","Bestbuy.com",1,"USD36,99"
130,59077,"2017-03-10","Computers & Accessories","Dell","Dell - XPS 2-in-1 13.3 Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Silver""""","Bestbuy.com",1,"USD1"
131,54526,"2017-03-10","Computers & Accessories","Insignia","Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black","Bestbuy.com",1,"USD50,99"
133,56695,"2017-03-10","Computers & Accessories","Lenovo","Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""""","Bestbuy.com",1,"USD321,99"
134,34483,"2017-03-10","Computers & Accessories","Microsoft","Microsoft Surface Pro 4 Type Cover with Fingerprint ID","Bestbuy.com",1,"USD137,99"
135,42196,"2017-03-10","Computers & Accessories","Razer","Details About Razer Blade Laptop 14 Full Hd (i77700hq""""","Bestbuy.com",1,"USD1"
136,70333,"2017-03-10","Headphones","Insignia","Insignia NS-HDRAD2 Tabletop HD Radio","Bestbuy.com",1,"USD41,99"
137,38053,"2017-03-10","Headphones","Sony","4GB NW-WS413 Sports Walkman Digital Music Player (Black)","Bestbuy.com",2,"USD72,99"
139,71402,"2017-03-10","Home Audio","Denon","DP-300F Fully Automatic Turntable","Bestbuy.com",1,"USD296,99"
140,33811,"2017-03-10","Home Audio","Kenwood","Kenwood KMM-BT315U Digital Media Receiver with Built-In Bluetooth (Black)","Bestbuy.com",1,"USD65,99"
142,30441,"2017-03-10","Home Audio","Onkyo","Onkyo TX-NR555 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD303,99"
143,45721,"2017-03-10","Home Audio","Onkyo","Onkyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth","Bestbuy.com",1,"USD503,99"
144,6210,"2017-03-10","Home Audio","Pioneer","Elite SC-LX501 7.2-Channel Network A/V Receiver","Bestbuy.com",1,"USD899,99"
146,27484,"2017-03-10","Home Audio","Sony","Sony - 5.1-Ch. 3D / Smart Blu-ray Home Theater System - Black","Bestbuy.com",1,"USD224,99"
147,34248,"2017-03-10","Home Audio","Sony","Sony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast","Bestbuy.com",1,"USD849,99"
148,28963,"2017-03-10","Home Audio","Sony","Sony STRDN1070 7.2-channel AV Receiver w/ Bluetooth","Bestbuy.com",1,"USD419,99"
150,366,"2017-03-10","Home Audio","Yamaha","Yamaha - 6-1/2 2-Way In-Ceiling Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
151,11994,"2017-03-10","Home Audio","Yamaha","Yamaha - 725W 5.1-Ch. Network-Ready 4K Ultra HD and 3D Pass-Through A/V Home Theater Receiver - Black","Bestbuy.com",1,"USD335,99"
152,60570,"2017-03-10","Home Audio","Yamaha","Yamaha - Natural Sound 5 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD87,99"
153,8088,"2017-03-10","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 2-Way All-Weather Outdoor Speakers (Pair) - White""""","Bestbuy.com",1,"USD131,99"
154,30235,"2017-03-10","Home Audio","Yamaha","Yamaha - Natural Sound 6-1/2 3-Way In-Wall Speakers (Pair) - White""""","Bestbuy.com",1,"USD143,99"
155,32198,"2017-03-10","Home Audio","Yamaha","Yamaha RX-V479BL 5.1-Channel AV Receiver (Black)","Bestbuy.com",1,"USD299,99"
156,57258,"2017-03-10","Portable Audio & Video","Apple","128GB iPod touch (Space Gray) (6th Generation)","Bestbuy.com",2,"USD338,99"
157,72704,"2017-03-10","TV & Video","Samsung","Samsung 55 Class 4K (2160P) Smart LED TV (UN55KU7000)""""","Bestbuy.com",1,"USD909,99"
158,38282,"2017-03-15","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD58,99"
159,11868,"2017-03-15","Car & Vehicle Electronics","Alpine","Alpine - 5 x 7"""" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD74,99"
160,50731,"2017-03-15","Car & Vehicle Electronics","Alpine","Alpine - 6 x 9"""" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""""","Bestbuy.com",1,"USD54,99"
161,20312,"2017-03-15","Car & Vehicle Electronics","Alpine","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""""","Bestbuy.com",1,"USD112,99"
162,12703,"2017-03-15","Car & Vehicle Electronics","Alpine","Details About Alpine 480w 6.5 2way Typee Coaxial Car Speakers W/ Silk Tweeters | Spe6000""""","Bestbuy.com",1,"USD71,99"
163,61695,"2017-03-15","Car & Vehicle Electronics","Kenwood","Details About Kenwood 12 Inch 2000 Watt 4 Ohm Single Voice Coil Audio Subwoofer | Kfcw3016ps","Bestbuy.com",1,"USD105,99"
164,23615,"2017-03-15","Car & Vehicle Electronics","Kenwood","Kenwood CD Single DIN In-Dash Bluetooth Car Stereo Receiver KDC-BT365U","Bestbuy.com",1,"USD83,99"
165,24380,"2017-03-15","Car & Vehicle Electronics","Kenwood","Kenwood KFC-1653MRW 6.5 2-way Marine Speakers Pair (White)""""","Bestbuy.com",1,"USD89,99"
166,1320,"2017-03-15","Car & Vehicle Electronics","Pioneer","Pioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R","Bestbuy.com",1,"USD48,99"
167,72148,"2017-03-15","Computers & Accessories","Apple","15.4 MacBook Pro with Touch Bar (Late 2016, Space Gray)","Bestbuy.com",2,"USD2365,99"
168,11562,"2017-03-15","Computers & Accessories","Apple","Apple MacBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""","Bestbuy.com",1,"USD1349,99"
169,18338,"2017-03-15","Computers & Accessories","Apple","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""""","Bestbuy.com",1,"USD1819,99"
170,21508,"2017-03-15","Computers & Accessories","Apple","Apple MD825AM/A Lightning to VGA Adapter for iPhones","Bestbuy.com",1,"USD36,99"
171,54526,"2017-03-15","Computers & Accessories","Insignia","Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black","Bestbuy.com",1,"USD50,99"
173,42959,"2017-03-15","Computers & Accessories","Lenovo","Lenovo - 100S-14IBR 14 Laptop - Intel Celeron - 2GB Memory - 32GB eMMC Flash Memory - Navy blue""""","Bestbuy.com",1,"USD206,99"
174,56695,"2017-03-15","Computers & Accessories","Lenovo","Lenovo Flex 4 1470 80SA0000US 2-in-1 - 14 HD Touch - Pentium 4405U 2.1Ghz - 4GB - 500GB""""","Bestbuy.com",1,"USD367,99"
175,34483,"2017-03-15","Computers & Accessories","Microsoft","Microsoft Surface Pro 4 Type Cover with Fingerprint ID","Bestbuy.com",1,"USD137,99"
178,32450,"2017-03-22","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Walmart.com",1,"USD479,75"
183,32450,"2017-03-24","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Walmart.com",1,"USD479,75"
188,32450,"2017-03-26","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Walmart.com",1,"USD479,75"
193,32450,"2017-03-28","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Walmart.com",1,"USD479,75"
197,32450,"2017-03-29","Computers & Accessories","Dell","Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX","Walmart.com",1,"USD479,75"
200,79238,"2017-03-30","Accessories & Supplies","Insignia","Insignia - Fixed TV Wall Mount For Most 40-70"""" TVs - Black NS-HTVMF0C""""","Bestbuy.com",1,"USD41,99"
202,38282,"2017-03-30","Camera & Photo","Apple","Apple MNF72LL/A 61W USB-C Power Adapter","Bestbuy.com",1,"USD51,99"
203,44342,"2017-03-30","Camera & Photo","Panasonic","Lumix G 25mm f/1.7 ASPH. Lens","Bestbuy.com",1,"USD176,99"
204,46643,"2017-03-30","Camera & Photo","Sony","Cyber-shot DSC-RX100 V Digital Camera","Bestbuy.com",1,"USD749,99"
